tokenId,seller,buyer,amount,contractAddress,id
79,4cc94028024bb109784690d71a4a010241aa6689,085627c26cdc6fa43ad562e0eb636c1cec498493,2.5e+17,41a322b28d0ff354040e2cbc676f0320d8c8850d,0x4dd2f2d124ce8e434ed6985244d31219fee6f36d391bf11cc3dfbde8e49ffa33-81
145,21316e6a4f0af45e5f1503984e83b10c53b177d8,085627c26cdc6fa43ad562e0eb636c1cec498493,1.2e+18,41a322b28d0ff354040e2cbc676f0320d8c8850d,0xfc3f14e1b8ce6be843c6a55ff8b048feb9c8cfeb118786ed483dfc0737662f75-82
650,8e23b400c603e1fd0990b69d7734531f6a0db334,085627c26cdc6fa43ad562e0eb636c1cec498493,5e+17,41a322b28d0ff354040e2cbc676f0320d8c8850d,0x16f980162c1a072c7df68472bd8ed95430e765ea03cb0dc6cacb1999a89c1d67-39
42,21316e6a4f0af45e5f1503984e83b10c53b177d8,aeb70953077c1eceff54b0c65b2a3c54ed7ea185,2.3e+17,41a322b28d0ff354040e2cbc676f0320d8c8850d,0x3e3c2ceae46c13e2cbb8acc5ff16d98ad5e7040f9f90d527ba967edbff02c369-63
566,234ff6b1fe028fcc7cc9dbc52d0532d9e7ae7f2f,aeb70953077c1eceff54b0c65b2a3c54ed7ea185,1e+17,41a322b28d0ff354040e2cbc676f0320d8c8850d,0x6fa2e0856046c0e143b27709a4cfb93042e3ffb8665c26f7d1e8b798e2bf63a7-44
497,39c040b50a13894e19dfbb0af47ac9bade9926da,aeb70953077c1eceff54b0c65b2a3c54ed7ea185,7.5e+16,41a322b28d0ff354040e2cbc676f0320d8c8850d,0x58ad790dceb9486faa9e1ea4e7023c2e42e513bf6f4ac432f05e1a332fdcdf34-136
646,da5e56e6a41230ed87f39b7c65ede7a8373de403,7ea92dbce5387f8ff480fe5d557abd4c7b09054f,5e+17,41a322b28d0ff354040e2cbc676f0320d8c8850d,0xb23cebbf51c46644f2342d8b24a44eda12bd028af453c9b5ced9db03d1ea31e9-180
90,4cc94028024bb109784690d71a4a010241aa6689,aeb70953077c1eceff54b0c65b2a3c54ed7ea185,2.5e+17,41a322b28d0ff354040e2cbc676f0320d8c8850d,0x602500469750eacdd693a08fefba54ff54636460acf61b4e0a9fa93afbdb4797-93
168,981276d81272f7cd8808701645741db1abacad56,2b3ab8e7bb14988616359b78709538b10900ab7d,5e+17,41a322b28d0ff354040e2cbc676f0320d8c8850d,0x3dd15ead246d9db4f687cea52ced37a8ca6cc923d52de3e5018b3c56b43628a9-16
629,77350e1152efd5f2d807a6124015c629a907155e,9993d3a6d5a26f1d37220fcb16947a8b16998c9f,1e+17,41a322b28d0ff354040e2cbc676f0320d8c8850d,0xf8b93b24ea32c56a799b5282f8de6da16bd9a99ed6ffbdce2957d065731f6783-59
172,6853a596d6d7264d3622546da3b891b6fe17eb82,2b3ab8e7bb14988616359b78709538b10900ab7d,6e+17,41a322b28d0ff354040e2cbc676f0320d8c8850d,0x3e87466d98d0671b2abf282600583e3436553e0d59597f92beb88c66dd41e4ff-66
521,ced2662fe30d876bef52f219eeac67e2b328effc,aeb70953077c1eceff54b0c65b2a3c54ed7ea185,1.5e+17,41a322b28d0ff354040e2cbc676f0320d8c8850d,0xc9fc8aeb9e456430f560d8985a98041be1e249bd7f10e46a69b4f6cad823c881-118
500,77350e1152efd5f2d807a6124015c629a907155e,aeb70953077c1eceff54b0c65b2a3c54ed7ea185,5e+16,41a322b28d0ff354040e2cbc676f0320d8c8850d,0x42493b9c401ab94e84589baca9bf123fa6864d7a5a2f297c5ac0007fd111e19c-153
663,0b715ca8dc39e7f8a480d28d9822ae02f0a57008,89c5dca00b9bf5ad746b91ec911c56cb4aee17f0,5e+17,41a322b28d0ff354040e2cbc676f0320d8c8850d,0x1941ae0e098ebdfb3ce31783d7b464c4138ca7e0de8b6caf7b4c6dc539c256f9-102
19,47709726b5bdc4c8c97de43691d93821d5b14103,89c5dca00b9bf5ad746b91ec911c56cb4aee17f0,5e+17,41a322b28d0ff354040e2cbc676f0320d8c8850d,0xbcb4881f31a340be91675f685b4a076962470ba4d3b269f7f49813f0fa6cd194-67
607,b7734b5c378fd169d2b9720d0d5ac1a7b30f9fc9,53884d6d5edc031cf063c36103710583631f0f3c,5e+17,41a322b28d0ff354040e2cbc676f0320d8c8850d,0x5dac7d97ed3fb3ea83c6394b6e1b9d274fa26081268583fd713b720cfde3c299-25
608,b7734b5c378fd169d2b9720d0d5ac1a7b30f9fc9,e5fdedd718bdf40904d67658fa4b9629a7a8b515,5e+17,41a322b28d0ff354040e2cbc676f0320d8c8850d,0x8d8258fc977cd82dc13b233d6bba68e24b254eee14bac3fba1307b825727af98-52
702,509de581ff7d32b7c38e95122de8b3ca59da9159,337101def3eeb6f06e071efe02216274507937bb,1e+17,41a322b28d0ff354040e2cbc676f0320d8c8850d,0x45c1aa794c84e79b7bb081d3defb44591c4512e3895cd417ef2e113d658a0e35-67
711,191bbca32478b3ec3eb58f5569e6a86b8c6d92eb,ff02ddbab49a8d2853daf0a9c6d42ccfb4f21f40,1.8e+17,41a322b28d0ff354040e2cbc676f0320d8c8850d,0x6ceece2353d028c821ceb3980df0d381fa3b77c3c118d5d6b42bc0518dfb39aa-95
776,94ea44d8cb575032373a9925f794be48a2b806e7,7ec5c34f817867b10ff34d76dbc7ac2b9240ce85,1.5e+17,41a322b28d0ff354040e2cbc676f0320d8c8850d,0x148870ddf45522d343eea4bad0db780d603b9938568b8270d92bff4ef808bcde-18
113,1cf4d277263024d212c49ae0afb1ac5e8ab04cf4,337101def3eeb6f06e071efe02216274507937bb,4e+18,41a322b28d0ff354040e2cbc676f0320d8c8850d,0xd660ad5af327ed40dd8164432b248a5b4ed1f851e80e9a326d37d84cfc2fec41-107
693,60d38778adbbeeac88f741b833cbb9877228eea0,b25219a402f18160d30b7e827cf9f592989b081b,1e+17,41a322b28d0ff354040e2cbc676f0320d8c8850d,0xd04691c12571e3112b018bfd36ce61ba5297c56ca351d6c0317a93d3f5ecef6c-105
849,da5e56e6a41230ed87f39b7c65ede7a8373de403,b25219a402f18160d30b7e827cf9f592989b081b,3.3e+17,41a322b28d0ff354040e2cbc676f0320d8c8850d,0xaea818082389e33984cd53149c538028cc59773458525b7fd54f61167d0aae11-204
118,55372173689c288552885d897d32f5f706f79aa6,b3007ff3c3f40bdf0126fec7c8e43c3fc50ea813,1e+18,41a322b28d0ff354040e2cbc676f0320d8c8850d,0xb18c3b3e86301fc23f7b1ecd846519300aa5ba0de14a71e5b4eefd5a270f9b63-61
719,981276d81272f7cd8808701645741db1abacad56,337101def3eeb6f06e071efe02216274507937bb,5e+17,41a322b28d0ff354040e2cbc676f0320d8c8850d,0x3321aca1bd06acbe0dc226d3b0f0a33a5d58176248473815831eb4e8785f72d7-65
107,d6d6403ded517f2b7ab4fcbdc69b8718cdadb5cb,89c5dca00b9bf5ad746b91ec911c56cb4aee17f0,4.7e+17,41a322b28d0ff354040e2cbc676f0320d8c8850d,0xa9ba8f9ec11c8e4102896ba6829865aa3ba6321bbe3bfff3225c406bd9090ec9-58
496,ced2662fe30d876bef52f219eeac67e2b328effc,b3007ff3c3f40bdf0126fec7c8e43c3fc50ea813,1.5e+17,41a322b28d0ff354040e2cbc676f0320d8c8850d,0x7bb683f78afc10c2b42584afa8375d61f99eafe74a0fb2a8d05293c8f8715dc9-59
600,60d38778adbbeeac88f741b833cbb9877228eea0,ec8c1050b45789f9ee4d09dcc7d64aaf9e233338,1.6e+17,41a322b28d0ff354040e2cbc676f0320d8c8850d,0x977bbf6837a38ddfb503e6b080e65d8a50caa6557fdd65dc5136a45160a00af7-63
753,39cc9c86e67baf2129b80fe3414c397492ea8026,6853a596d6d7264d3622546da3b891b6fe17eb82,5e+17,41a322b28d0ff354040e2cbc676f0320d8c8850d,0x1c9d0b78a7817928fac2d72c535dc5d9c4b7c4e6286bbdcb7ffe6b0a45e3005d-92
892,0da07e67c2ca3a3cfcb58af115e1c0ed64f69f96,10017ca37b1257ac0771e24652aa28c758e378eb,3.3e+17,41a322b28d0ff354040e2cbc676f0320d8c8850d,0xfcafa806ae91148b0b4c8f78c0a6ddcf4d983b326d66f57416f160f7255494b6-83
886,da5e56e6a41230ed87f39b7c65ede7a8373de403,10017ca37b1257ac0771e24652aa28c758e378eb,5e+17,41a322b28d0ff354040e2cbc676f0320d8c8850d,0x4fc87be10fab5135c1aa65b5bb641c533f10f11be79b421876abd076ebd6527a-39
777,d0c877b474cd51959931a7f70d7a6c60f50cdae7,10017ca37b1257ac0771e24652aa28c758e378eb,1.5e+17,41a322b28d0ff354040e2cbc676f0320d8c8850d,0xc857bd3fec8305e8975ec22db4ebdf9f44b68b927b00cb6d2dd832e11d5b7523-11
494,ced2662fe30d876bef52f219eeac67e2b328effc,10017ca37b1257ac0771e24652aa28c758e378eb,1.5e+17,41a322b28d0ff354040e2cbc676f0320d8c8850d,0xb74787313ff2aae4e484d4df06ba8c25f0d69eb968768e60b5486edb356ba58b-79
876,0da07e67c2ca3a3cfcb58af115e1c0ed64f69f96,10017ca37b1257ac0771e24652aa28c758e378eb,1.23456789e+17,41a322b28d0ff354040e2cbc676f0320d8c8850d,0x73817898b0ccd1f63172de8aa77cf8642d8969d86f07cea0c992b3e62db082ac-76
879,d0c877b474cd51959931a7f70d7a6c60f50cdae7,17f55f9d9f9ab3187060c07d4eaee2bd8e2b31dc,1.5e+17,41a322b28d0ff354040e2cbc676f0320d8c8850d,0x32af72bf3b0b7e4c41ec7d1288971895e2cd81e3dda99429d86599385bed1a6a-135
576,234ff6b1fe028fcc7cc9dbc52d0532d9e7ae7f2f,10017ca37b1257ac0771e24652aa28c758e378eb,1e+17,41a322b28d0ff354040e2cbc676f0320d8c8850d,0x16e0db506a1c23331f0b3cd293dc8f02b7d36f8bb17185ab8be2d6052e71de16-55
557,234ff6b1fe028fcc7cc9dbc52d0532d9e7ae7f2f,10017ca37b1257ac0771e24652aa28c758e378eb,1e+17,41a322b28d0ff354040e2cbc676f0320d8c8850d,0x3565baa47b122d48943331ebc0c2d50989bab3ad138014f4c6f56c9343041107-29
565,234ff6b1fe028fcc7cc9dbc52d0532d9e7ae7f2f,10017ca37b1257ac0771e24652aa28c758e378eb,1e+17,41a322b28d0ff354040e2cbc676f0320d8c8850d,0x7768a995d0d4e788c7708b358e9f4d88fe39c9f0b3e3a544e3b7f8a2f3a132dd-131
