refid,type,tokenid,numviews,hasliked,datecreated
5537aa6c33d29848d983c9d7f096e0cf,fingerprint,1178,0,f,2018-12-09 02:55:06.191315+01
5537aa6c33d29848d983c9d7f096e0cf,fingerprint,954,0,f,2018-12-09 02:56:52.991637+01
5537aa6c33d29848d983c9d7f096e0cf,fingerprint,1131,0,f,2018-12-09 02:58:44.434509+01
5537aa6c33d29848d983c9d7f096e0cf,fingerprint,1149,0,f,2018-12-09 02:59:50.722372+01
5537aa6c33d29848d983c9d7f096e0cf,fingerprint,810,1,f,2018-12-09 02:52:08.541893+01
9284a5f73d064a9ae9d4f7cb2c4780b0,fingerprint,1180,0,f,2018-12-09 03:19:08.703271+01
8fc537ef3dca41c52272eaedc070454e,fingerprint,1107,0,f,2018-12-09 03:31:50.292534+01
e10cba39d0325c37aa4b6a262b1553ed,fingerprint,1135,0,f,2018-12-09 03:44:06.755387+01
e10cba39d0325c37aa4b6a262b1553ed,fingerprint,1181,1,f,2018-12-09 03:50:08.314442+01
e10cba39d0325c37aa4b6a262b1553ed,fingerprint,1101,0,f,2018-12-09 03:50:18.373656+01
e10cba39d0325c37aa4b6a262b1553ed,fingerprint,1086,0,f,2018-12-09 03:52:02.244165+01
e10cba39d0325c37aa4b6a262b1553ed,fingerprint,880,1,f,2018-12-09 03:55:38.198347+01
3664c29a5e142f46929a11572e327cbd,fingerprint,135,0,f,2018-12-09 03:58:59.66819+01
70a6050557c036bf2c323489e6d08b5b,fingerprint,781,0,f,2018-12-09 04:23:01.724491+01
ac875179c11d4641fe6afe30b3421dde,fingerprint,180,0,f,2018-12-09 05:03:46.713424+01
1b4f3b68507594d488ec2df58016dcc2,fingerprint,719,0,f,2018-12-09 05:35:16.140516+01
1b4f3b68507594d488ec2df58016dcc2,fingerprint,172,0,f,2018-12-09 05:36:02.024821+01
a38b98ae67656a4a77a96c8d658045c5,fingerprint,1180,0,f,2018-12-09 06:10:03.150963+01
ac875179c11d4641fe6afe30b3421dde,fingerprint,527,0,f,2018-12-09 11:14:00.982836+01
f5e30ef3b817db2f1b28cac9530f0757,fingerprint,1182,0,f,2018-12-09 06:28:26.485237+01
e93c2fbd764f4410ae04c8928a774f2b,fingerprint,1102,0,f,2018-12-09 06:38:56.930501+01
e93c2fbd764f4410ae04c8928a774f2b,fingerprint,1123,0,f,2018-12-09 06:40:16.594819+01
39d794c1c90416da4bb0c0527e394f19,fingerprint,1183,0,f,2018-12-09 08:17:32.835976+01
ac875179c11d4641fe6afe30b3421dde,fingerprint,163,1,f,2018-12-09 06:05:45.707726+01
1d067a1b5f5182674889c9692468568c,fingerprint,1176,0,f,2018-12-09 10:43:49.863613+01
5c390794ff5709fd6d9a648ab29446c2,fingerprint,1181,1,f,2018-12-09 01:23:11.768687+01
fa627349dd15261772eb26b9ae3d4684,fingerprint,1178,0,f,2018-12-09 07:09:33.897336+01
fa627349dd15261772eb26b9ae3d4684,fingerprint,1182,0,f,2018-12-09 07:09:52.04705+01
fa627349dd15261772eb26b9ae3d4684,fingerprint,1183,0,f,2018-12-09 07:10:13.19078+01
8423b8d81dc79ff5df507f74ef8587c3,fingerprint,1151,0,f,2018-12-09 07:22:07.738033+01
8423b8d81dc79ff5df507f74ef8587c3,fingerprint,1182,0,f,2018-12-09 07:24:16.267557+01
8423b8d81dc79ff5df507f74ef8587c3,fingerprint,1183,1,f,2018-12-09 07:24:45.216609+01
a891de63a8233b5fd77991a7ca8d207c,fingerprint,1169,0,f,2018-12-09 08:53:06.550024+01
2da6ee4ce33bb1100f328e49ffc007c4,fingerprint,1181,1,f,2018-12-09 07:44:14.870995+01
e8a1818d68fa9a249e77bfd0bb9dcfed,fingerprint,1178,0,f,2018-12-09 07:51:12.236977+01
e8a1818d68fa9a249e77bfd0bb9dcfed,fingerprint,1182,0,f,2018-12-09 07:51:18.803355+01
ac875179c11d4641fe6afe30b3421dde,fingerprint,525,0,f,2018-12-09 11:14:59.043679+01
7e2a1e833aef504767c350faf0552aca,fingerprint,1025,0,f,2018-12-09 08:00:49.22799+01
24a506efa0b8d65ddd2f23d46117e3e2,fingerprint,615,0,f,2018-12-09 08:56:50.693918+01
24a506efa0b8d65ddd2f23d46117e3e2,fingerprint,679,0,f,2018-12-09 08:57:14.488504+01
e93c2fbd764f4410ae04c8928a774f2b,fingerprint,1170,1,f,2018-12-09 06:39:25.030924+01
74bf5f6248443605a7464a4cfa7584b7,fingerprint,868,1,f,2018-12-09 11:30:53.792164+01
2da6ee4ce33bb1100f328e49ffc007c4,fingerprint,953,1,f,2018-12-09 07:44:58.865363+01
24a506efa0b8d65ddd2f23d46117e3e2,fingerprint,1182,1,f,2018-12-09 07:32:32.580477+01
a21b5f8221caffecfe15dc9c67dc419f,fingerprint,1176,0,f,2018-12-09 08:59:40.915185+01
ac875179c11d4641fe6afe30b3421dde,fingerprint,945,1,f,2018-12-09 02:17:52.141069+01
cddc2a74edd0aa6c321422c4e2bc1e53,fingerprint,1155,0,f,2018-12-09 09:55:48.730918+01
e8a1818d68fa9a249e77bfd0bb9dcfed,fingerprint,1183,1,f,2018-12-09 07:51:27.129216+01
928a5428f031c18e654839e89e953efa,fingerprint,1180,0,f,2018-12-09 11:09:07.563972+01
9ab42ddb5f586095e46454183c14c9f5,fingerprint,1184,0,f,2018-12-09 11:24:57.378833+01
74bf5f6248443605a7464a4cfa7584b7,fingerprint,814,0,f,2018-12-09 11:31:40.865881+01
74bf5f6248443605a7464a4cfa7584b7,fingerprint,885,0,f,2018-12-09 11:33:25.685147+01
1d067a1b5f5182674889c9692468568c,fingerprint,1184,0,f,2018-12-09 11:34:40.38446+01
24a506efa0b8d65ddd2f23d46117e3e2,fingerprint,1183,1,f,2018-12-09 07:22:55.99738+01
74bf5f6248443605a7464a4cfa7584b7,fingerprint,988,0,f,2018-12-09 11:35:09.98361+01
8423b8d81dc79ff5df507f74ef8587c3,fingerprint,1178,1,f,2018-12-09 10:44:20.197254+01
f5e30ef3b817db2f1b28cac9530f0757,fingerprint,1181,1,f,2018-12-09 06:29:15.275618+01
ac875179c11d4641fe6afe30b3421dde,fingerprint,965,1,f,2018-12-09 05:10:38.61324+01
74bf5f6248443605a7464a4cfa7584b7,fingerprint,1172,1,f,2018-12-09 11:27:00.862074+01
76f8913a8dca555be82b8dfb0adced68,fingerprint,1155,1,f,2018-12-06 22:45:24.861602+01
24a506efa0b8d65ddd2f23d46117e3e2,fingerprint,1178,1,f,2018-12-09 07:33:11.255322+01
ac875179c11d4641fe6afe30b3421dde,fingerprint,514,1,f,2018-12-09 08:03:58.920737+01
24a506efa0b8d65ddd2f23d46117e3e2,fingerprint,1151,1,f,2018-12-09 08:31:45.721874+01
24a506efa0b8d65ddd2f23d46117e3e2,fingerprint,1169,1,f,2018-12-09 08:53:29.357411+01
e10cba39d0325c37aa4b6a262b1553ed,fingerprint,721,1,f,2018-12-09 03:48:14.112064+01
ac875179c11d4641fe6afe30b3421dde,fingerprint,707,1,f,2018-12-09 08:02:59.164251+01
ac875179c11d4641fe6afe30b3421dde,fingerprint,625,1,f,2018-12-09 08:14:59.587662+01
ac875179c11d4641fe6afe30b3421dde,fingerprint,368,1,f,2018-12-09 05:28:31.747264+01
ac875179c11d4641fe6afe30b3421dde,fingerprint,1181,1,f,2018-12-09 02:11:40.465195+01
27a09daa71abde44a5c9d2600aebe2ed,fingerprint,1183,1,f,2018-12-09 06:48:26.576952+01
6865ed75a9b41d4899dcd3708a1134a8,fingerprint,1184,0,f,2018-12-09 11:47:21.417597+01
0919e9db26ca1b42867f428ecc60dfde,fingerprint,1186,1,f,2018-12-09 11:37:49.467261+01
37cac819aa4b6731164e04b3a7edfdac,fingerprint,1187,0,f,2018-12-09 13:28:34.823072+01
0919e9db26ca1b42867f428ecc60dfde,fingerprint,1185,1,f,2018-12-09 11:34:14.693408+01
e1e3373f0285d607fe67254c8856677f,fingerprint,1185,0,f,2018-12-09 11:53:16.754867+01
7f67e80272d6349a70acd0a6d0dc169292431020,ethAddress,1187,0,t,2018-12-09 11:56:08.888848+01
228c7ef2cce8e57a7cc89bdb5bedad64,fingerprint,1188,0,f,2018-12-09 13:28:36.883303+01
8ad824b5d2268efaf355b9668880fb77,fingerprint,1181,1,f,2018-12-09 12:58:18.301816+01
24a506efa0b8d65ddd2f23d46117e3e2,fingerprint,1186,0,f,2018-12-09 12:11:00.898088+01
74bf5f6248443605a7464a4cfa7584b7,fingerprint,856,1,f,2018-12-09 11:33:01.091194+01
7f67e80272d6349a70acd0a6d0dc169292431020,ethAddress,1188,0,t,2018-12-09 12:12:23.459014+01
11be73b510a591054b56996fd58b52a9,fingerprint,1188,1,f,2018-12-09 14:53:35.212376+01
e8a1818d68fa9a249e77bfd0bb9dcfed,fingerprint,1179,1,f,2018-12-09 12:17:06.132348+01
ca61b3267d1ad02507a38166aa69ad30,fingerprint,675,0,f,2018-12-09 14:51:32.028169+01
28f1df87c53331e0096fc0cfc4adc25c,fingerprint,1094,0,f,2018-12-09 13:46:38.13548+01
11be73b510a591054b56996fd58b52a9,fingerprint,1185,0,f,2018-12-09 13:55:55.407336+01
479d147a7aa9435fc19e941e6158267a,fingerprint,1185,0,f,2018-12-09 13:56:17.301427+01
e1e3373f0285d607fe67254c8856677f,fingerprint,1187,0,f,2018-12-09 12:31:58.875856+01
479d147a7aa9435fc19e941e6158267a,fingerprint,1184,0,f,2018-12-09 13:56:36.554156+01
b0695c05dbb4e0603fd8b892d7f13544,fingerprint,565,0,f,2018-12-09 14:53:48.320995+01
e1e3373f0285d607fe67254c8856677f,fingerprint,1188,1,f,2018-12-09 12:31:34.213681+01
b0695c05dbb4e0603fd8b892d7f13544,fingerprint,541,0,f,2018-12-09 14:55:54.201873+01
f7d4e1617a9df7a963ef7101cff2a8fe,fingerprint,1186,0,f,2018-12-09 12:35:22.11952+01
a2a421f7f401a2587e43b6cdfdeaba3d,fingerprint,1184,0,f,2018-12-09 12:35:54.284946+01
ac875179c11d4641fe6afe30b3421dde,fingerprint,606,1,f,2018-12-09 12:41:21.33038+01
f5e30ef3b817db2f1b28cac9530f0757,fingerprint,1184,0,f,2018-12-09 12:41:19.138851+01
f5e30ef3b817db2f1b28cac9530f0757,fingerprint,1185,0,f,2018-12-09 12:42:18.272318+01
f5e30ef3b817db2f1b28cac9530f0757,fingerprint,1183,0,f,2018-12-09 12:42:59.619802+01
e199c2a1fed6760f8485f02c0b18970b,fingerprint,1185,0,f,2018-12-09 12:45:04.975013+01
c9f2a55f541770dc38b3b3c8fd8990ff,fingerprint,1102,0,f,2018-12-09 12:45:14.667204+01
e199c2a1fed6760f8485f02c0b18970b,fingerprint,1186,0,f,2018-12-09 12:45:30.866522+01
b0695c05dbb4e0603fd8b892d7f13544,fingerprint,576,0,f,2018-12-09 14:56:11.575457+01
f5e30ef3b817db2f1b28cac9530f0757,fingerprint,1187,1,f,2018-12-09 12:39:33.223652+01
576a655161b5502dcf40602be1f3519a89b71658,ethAddress,1172,0,t,2018-12-09 13:07:50.456654+01
228c7ef2cce8e57a7cc89bdb5bedad64,fingerprint,1187,1,f,2018-12-09 14:12:24.746995+01
576a655161b5502dcf40602be1f3519a89b71658,ethAddress,1159,0,t,2018-12-09 13:11:29.579067+01
1e97a33ce6405d0e08d9221aa52bfbf0,fingerprint,1180,1,f,2018-12-09 13:14:10.477206+01
1e97a33ce6405d0e08d9221aa52bfbf0,fingerprint,1188,1,f,2018-12-09 13:06:53.438402+01
1e97a33ce6405d0e08d9221aa52bfbf0,fingerprint,147,0,f,2018-12-09 13:15:05.796962+01
b43194483ffb149deec6ee4fecbef6ef,fingerprint,1170,1,f,2018-12-09 14:57:04.749601+01
1e00cbc412010116ec42065661423a86,fingerprint,1172,0,f,2018-12-09 14:15:36.932671+01
c7e6d088dde1c45a6a218bc282e851dd,fingerprint,1053,0,f,2018-12-09 14:58:46.628585+01
ac875179c11d4641fe6afe30b3421dde,fingerprint,1187,0,f,2018-12-09 14:59:51.947196+01
11be73b510a591054b56996fd58b52a9,fingerprint,1184,1,f,2018-12-09 13:19:33.143409+01
265248592c7069aa1fb24692276d51a2,fingerprint,1184,0,f,2018-12-09 15:08:03.216414+01
37cac819aa4b6731164e04b3a7edfdac,fingerprint,1188,0,f,2018-12-09 13:28:18.405816+01
1e00cbc412010116ec42065661423a86,fingerprint,1188,0,f,2018-12-09 14:15:47.914919+01
b6522bd8f4330943fbaf4d0f1c0a2e27,fingerprint,1185,0,f,2018-12-09 14:23:02.8287+01
c7e6d088dde1c45a6a218bc282e851dd,fingerprint,1183,0,f,2018-12-09 15:01:18.424855+01
1e97a33ce6405d0e08d9221aa52bfbf0,fingerprint,1187,1,f,2018-12-09 14:37:19.518324+01
ce82ceaf7f9df2ddb36ad01a8d1783f26b41f73b,ethAddress,1188,0,t,2018-12-09 14:38:14.896081+01
ca61b3267d1ad02507a38166aa69ad30,fingerprint,1094,0,f,2018-12-09 14:50:24.717018+01
ca61b3267d1ad02507a38166aa69ad30,fingerprint,990,0,f,2018-12-09 14:50:52.310469+01
bc8014179265ef001c7765acd1acdb8e,fingerprint,1187,1,f,2018-12-09 14:51:08.000908+01
c7e6d088dde1c45a6a218bc282e851dd,fingerprint,1186,0,f,2018-12-09 15:02:24.071604+01
b43194483ffb149deec6ee4fecbef6ef,fingerprint,1123,0,f,2018-12-09 15:03:55.407233+01
b43194483ffb149deec6ee4fecbef6ef,fingerprint,954,1,f,2018-12-09 15:02:22.737631+01
265248592c7069aa1fb24692276d51a2,fingerprint,1172,1,f,2018-12-09 15:29:17.462621+01
f8b32d30ac6ab3030595432533d7836fd76b078d,ethAddress,1188,0,t,2018-12-09 15:13:28.538334+01
431f34ae949c8a1eebfb1f58fe0716fd,fingerprint,1100,0,f,2018-12-09 15:10:39.335002+01
576a655161b5502dcf40602be1f3519a89b71658,ethAddress,1100,0,t,2018-12-09 15:10:44.238803+01
265248592c7069aa1fb24692276d51a2,fingerprint,1188,1,f,2018-12-09 15:09:24.218471+01
265248592c7069aa1fb24692276d51a2,fingerprint,1187,0,f,2018-12-09 15:17:53.651008+01
fb663d19ba7f723aa8c568eec88d628f,fingerprint,1185,0,f,2018-12-09 15:27:39.170817+01
f8b32d30ac6ab3030595432533d7836fd76b078d,ethAddress,1172,0,t,2018-12-09 15:29:48.643622+01
6865ed75a9b41d4899dcd3708a1134a8,fingerprint,1188,1,f,2018-12-09 14:42:09.482241+01
bc8014179265ef001c7765acd1acdb8e,fingerprint,1188,1,f,2018-12-09 14:50:25.580025+01
8ad824b5d2268efaf355b9668880fb77,fingerprint,1188,1,f,2018-12-09 12:12:08.880685+01
f5e30ef3b817db2f1b28cac9530f0757,fingerprint,1188,1,f,2018-12-09 12:39:03.270028+01
24a506efa0b8d65ddd2f23d46117e3e2,fingerprint,1185,1,f,2018-12-09 12:10:34.665633+01
f5e30ef3b817db2f1b28cac9530f0757,fingerprint,1186,1,f,2018-12-09 12:40:19.974841+01
8ad824b5d2268efaf355b9668880fb77,fingerprint,1187,1,f,2018-12-09 11:54:53.763658+01
ac875179c11d4641fe6afe30b3421dde,fingerprint,44,1,f,2018-12-09 12:35:09.039004+01
431f34ae949c8a1eebfb1f58fe0716fd,fingerprint,1159,1,f,2018-12-09 13:11:27.3643+01
1e97a33ce6405d0e08d9221aa52bfbf0,fingerprint,1177,1,f,2018-12-09 13:09:00.323784+01
a2a421f7f401a2587e43b6cdfdeaba3d,fingerprint,1183,1,f,2018-12-09 12:36:29.824486+01
ac875179c11d4641fe6afe30b3421dde,fingerprint,1188,1,f,2018-12-09 14:57:59.557859+01
ac875179c11d4641fe6afe30b3421dde,fingerprint,1185,1,f,2018-12-09 11:35:29.92394+01
265248592c7069aa1fb24692276d51a2,fingerprint,1073,0,f,2018-12-09 15:30:04.119186+01
06299bab82e6e0a68e0a1cb8f6da9243,fingerprint,1025,0,f,2018-12-09 15:31:37.310575+01
8423b8d81dc79ff5df507f74ef8587c3,fingerprint,1186,1,f,2018-12-09 15:56:39.647693+01
728a5cfe35f263487235d100f83cac44,fingerprint,612,0,f,2018-12-09 16:01:47.267497+01
728a5cfe35f263487235d100f83cac44,fingerprint,130,0,f,2018-12-09 16:01:56.099611+01
728a5cfe35f263487235d100f83cac44,fingerprint,54,0,f,2018-12-09 16:02:04.3876+01
158e332e824b85d3a3d8a3fef3b6dde6,fingerprint,1172,0,f,2018-12-09 16:05:33.538841+01
bc8014179265ef001c7765acd1acdb8e,fingerprint,1061,0,f,2018-12-09 16:09:56.531206+01
e27dfa81e1d58af3faa6d7ac41714d76,fingerprint,514,0,f,2018-12-09 16:15:30.800895+01
21316e6a4f0af45e5f1503984e83b10c53b177d8,ethAddress,1188,0,t,2018-12-09 16:15:39.603277+01
11be73b510a591054b56996fd58b52a9,fingerprint,1187,0,f,2018-12-09 16:15:49.000275+01
21316e6a4f0af45e5f1503984e83b10c53b177d8,ethAddress,1187,0,t,2018-12-09 16:15:50.44096+01
11be73b510a591054b56996fd58b52a9,fingerprint,1181,0,f,2018-12-09 16:16:04.075554+01
21316e6a4f0af45e5f1503984e83b10c53b177d8,ethAddress,1181,0,t,2018-12-09 16:16:05.578142+01
bc8014179265ef001c7765acd1acdb8e,fingerprint,1130,1,f,2018-12-09 16:18:46.191658+01
6865ed75a9b41d4899dcd3708a1134a8,fingerprint,1187,0,f,2018-12-09 16:33:07.417148+01
8fd85184fd014db34f86c867c942b185,fingerprint,118,0,f,2018-12-09 16:41:30.766741+01
8ad824b5d2268efaf355b9668880fb77,fingerprint,1041,0,f,2018-12-09 16:44:29.770232+01
8ad824b5d2268efaf355b9668880fb77,fingerprint,1040,0,f,2018-12-09 16:44:51.184891+01
1ce268436dbe22e5fd4fbcd6ab17a0a1,fingerprint,1186,1,f,2018-12-09 16:56:43.44494+01
1ce268436dbe22e5fd4fbcd6ab17a0a1,fingerprint,1185,0,f,2018-12-09 16:57:27.710955+01
1ce268436dbe22e5fd4fbcd6ab17a0a1,fingerprint,1179,0,f,2018-12-09 16:58:27.255606+01
7f67e80272d6349a70acd0a6d0dc169292431020,ethAddress,1189,0,t,2018-12-09 17:05:10.425904+01
e1e3373f0285d607fe67254c8856677f,fingerprint,1189,0,f,2018-12-09 17:05:37.528732+01
c7e6d088dde1c45a6a218bc282e851dd,fingerprint,1170,1,f,2018-12-09 17:08:35.89124+01
91a8a734e9c3edf0ca9e676f28608157,fingerprint,135,0,f,2018-12-09 18:10:28.794457+01
ac875179c11d4641fe6afe30b3421dde,fingerprint,294,1,f,2018-12-09 18:57:02.019034+01
91a8a734e9c3edf0ca9e676f28608157,fingerprint,602,0,f,2018-12-09 18:11:00.868174+01
91a8a734e9c3edf0ca9e676f28608157,fingerprint,1162,0,f,2018-12-09 18:11:55.522416+01
8ad824b5d2268efaf355b9668880fb77,fingerprint,1172,1,f,2018-12-09 17:09:08.397698+01
ac875179c11d4641fe6afe30b3421dde,fingerprint,300,0,f,2018-12-09 17:10:44.909305+01
8ad824b5d2268efaf355b9668880fb77,fingerprint,983,0,f,2018-12-09 17:12:29.595215+01
7f67e80272d6349a70acd0a6d0dc169292431020,ethAddress,983,0,t,2018-12-09 17:12:36.970214+01
32dbfc39e6330ccae7505a87519bac616c45e3ad,ethAddress,1175,0,t,2018-12-09 17:16:32.079985+01
6a50b9e44576ce389d5c64867ee360de,fingerprint,1112,0,f,2018-12-09 17:17:15.024622+01
6a50b9e44576ce389d5c64867ee360de,fingerprint,550,0,f,2018-12-09 17:17:24.435396+01
6a50b9e44576ce389d5c64867ee360de,fingerprint,78,0,f,2018-12-09 17:17:41.850518+01
1e97a33ce6405d0e08d9221aa52bfbf0,fingerprint,1190,0,f,2018-12-09 18:12:12.238844+01
8d7a9ad3623415b8818265b40ac7ce75,fingerprint,603,1,f,2018-12-09 17:29:15.781726+01
c9f2a55f541770dc38b3b3c8fd8990ff,fingerprint,1126,0,f,2018-12-09 17:36:10.817814+01
68821427ade556a79272033860f9cca3,fingerprint,17,0,f,2018-12-09 17:39:20.21322+01
68821427ade556a79272033860f9cca3,fingerprint,129,0,f,2018-12-09 17:39:55.372599+01
68821427ade556a79272033860f9cca3,fingerprint,988,0,f,2018-12-09 17:42:38.985306+01
228c7ef2cce8e57a7cc89bdb5bedad64,fingerprint,1189,1,f,2018-12-09 17:05:59.661514+01
265248592c7069aa1fb24692276d51a2,fingerprint,1189,0,f,2018-12-09 17:46:50.304996+01
9a4340958433093973f2f0788efbf346,fingerprint,1189,0,f,2018-12-09 17:51:09.960578+01
9a4340958433093973f2f0788efbf346,fingerprint,1175,0,f,2018-12-09 17:51:47.102089+01
9aeebc50140bfffed4879b9898d451bf,fingerprint,1184,1,f,2018-12-09 18:29:40.318698+01
68821427ade556a79272033860f9cca3,fingerprint,1003,0,f,2018-12-09 17:52:33.028103+01
68821427ade556a79272033860f9cca3,fingerprint,1147,0,f,2018-12-09 17:52:58.536409+01
1e97a33ce6405d0e08d9221aa52bfbf0,fingerprint,1172,0,f,2018-12-09 17:53:24.344255+01
9a4340958433093973f2f0788efbf346,fingerprint,1130,0,f,2018-12-09 17:53:37.555256+01
1e97a33ce6405d0e08d9221aa52bfbf0,fingerprint,1189,0,f,2018-12-09 17:57:23.123229+01
1e97a33ce6405d0e08d9221aa52bfbf0,fingerprint,678,1,f,2018-12-09 18:00:43.767279+01
265248592c7069aa1fb24692276d51a2,fingerprint,1041,1,f,2018-12-09 15:30:48.358863+01
1e97a33ce6405d0e08d9221aa52bfbf0,fingerprint,1178,0,f,2018-12-09 18:12:54.08622+01
1e97a33ce6405d0e08d9221aa52bfbf0,fingerprint,1184,1,f,2018-12-09 18:01:13.533772+01
e1e3373f0285d607fe67254c8856677f,fingerprint,1190,0,f,2018-12-09 18:20:36.743207+01
9aeebc50140bfffed4879b9898d451bf,fingerprint,1188,0,f,2018-12-09 18:27:25.260488+01
9aeebc50140bfffed4879b9898d451bf,fingerprint,1186,0,f,2018-12-09 18:27:50.706087+01
e8a1818d68fa9a249e77bfd0bb9dcfed,fingerprint,591,0,f,2018-12-09 18:28:18.237669+01
8ad824b5d2268efaf355b9668880fb77,fingerprint,1189,1,f,2018-12-09 17:01:30.851025+01
9aeebc50140bfffed4879b9898d451bf,fingerprint,1183,0,f,2018-12-09 18:30:42.357301+01
f5e30ef3b817db2f1b28cac9530f0757,fingerprint,542,0,f,2018-12-09 18:39:06.923015+01
6865ed75a9b41d4899dcd3708a1134a8,fingerprint,1189,1,f,2018-12-09 17:52:08.060782+01
ac875179c11d4641fe6afe30b3421dde,fingerprint,1191,1,f,2018-12-09 18:51:10.521961+01
b6522bd8f4330943fbaf4d0f1c0a2e27,fingerprint,1184,0,f,2018-12-09 18:55:29.135358+01
b6522bd8f4330943fbaf4d0f1c0a2e27,fingerprint,1183,0,f,2018-12-09 18:56:10.589662+01
e1e3373f0285d607fe67254c8856677f,fingerprint,1191,0,f,2018-12-09 18:56:38.542256+01
d3cc6ec885922efce7aa69f16fa5e34f,fingerprint,987,1,f,2018-12-09 16:46:54.399712+01
8423b8d81dc79ff5df507f74ef8587c3,fingerprint,1191,1,f,2018-12-09 18:50:17.206835+01
431f34ae949c8a1eebfb1f58fe0716fd,fingerprint,1172,1,f,2018-12-09 13:07:47.922397+01
f5e30ef3b817db2f1b28cac9530f0757,fingerprint,1108,1,f,2018-12-09 18:33:16.610342+01
489126efd1443987a5d360aca1205e12,fingerprint,1180,1,f,2018-12-09 18:13:20.383079+01
27a09daa71abde44a5c9d2600aebe2ed,fingerprint,1191,1,f,2018-12-09 18:53:20.310516+01
ac875179c11d4641fe6afe30b3421dde,fingerprint,897,1,f,2018-12-09 17:06:32.535527+01
ce82ceaf7f9df2ddb36ad01a8d1783f26b41f73b,ethAddress,1177,0,t,2018-12-09 18:04:14.354242+01
f5e30ef3b817db2f1b28cac9530f0757,fingerprint,1189,1,f,2018-12-09 17:09:37.123054+01
1ce268436dbe22e5fd4fbcd6ab17a0a1,fingerprint,1184,1,f,2018-12-09 17:24:43.710808+01
c059b6ecb3d4c85b826c5b715e132ad1,fingerprint,726,1,f,2018-12-09 18:58:09.753482+01
8581817eb65f15dad2e48bbc0b9f5721,fingerprint,1185,0,f,2018-12-09 18:58:57.005437+01
8f22d25ddc2ddc5d4df3d066c26af6ab,fingerprint,1191,0,f,2018-12-09 18:59:26.142901+01
8c26d1f7e8806ea93569f559e2df0787,fingerprint,1189,0,f,2018-12-09 19:00:48.23431+01
8c26d1f7e8806ea93569f559e2df0787,fingerprint,1150,0,f,2018-12-09 19:01:22.313688+01
8c26d1f7e8806ea93569f559e2df0787,fingerprint,1063,0,f,2018-12-09 19:02:09.691624+01
8c26d1f7e8806ea93569f559e2df0787,fingerprint,1055,0,f,2018-12-09 19:03:46.45123+01
8c26d1f7e8806ea93569f559e2df0787,fingerprint,934,0,f,2018-12-09 19:05:25.375628+01
c059b6ecb3d4c85b826c5b715e132ad1,fingerprint,1191,0,f,2018-12-09 19:16:26.736808+01
c059b6ecb3d4c85b826c5b715e132ad1,fingerprint,1184,0,f,2018-12-09 19:16:49.13118+01
c059b6ecb3d4c85b826c5b715e132ad1,fingerprint,1183,0,f,2018-12-09 19:17:13.914455+01
c059b6ecb3d4c85b826c5b715e132ad1,fingerprint,877,0,f,2018-12-09 19:18:09.26363+01
d62ca533d4824f9f026c2bcdfd67ecd4,fingerprint,1191,1,f,2018-12-09 19:17:11.41607+01
5b6676ca72d6d22d13fcb08f1b6c9548,fingerprint,1191,0,f,2018-12-09 19:25:46.433707+01
24a506efa0b8d65ddd2f23d46117e3e2,fingerprint,1191,0,f,2018-12-09 19:40:58.640489+01
24a506efa0b8d65ddd2f23d46117e3e2,fingerprint,1190,1,f,2018-12-09 19:41:25.941033+01
39d794c1c90416da4bb0c0527e394f19,fingerprint,1085,1,f,2018-12-09 20:37:18.163103+01
7f67e80272d6349a70acd0a6d0dc169292431020,ethAddress,1192,0,t,2018-12-09 19:54:32.907424+01
228c7ef2cce8e57a7cc89bdb5bedad64,fingerprint,1192,1,f,2018-12-09 19:55:08.393587+01
ac875179c11d4641fe6afe30b3421dde,fingerprint,1193,1,f,2018-12-09 21:03:02.3308+01
ac875179c11d4641fe6afe30b3421dde,fingerprint,793,0,f,2018-12-09 19:56:36.872317+01
d7003cfed766dffd7d69d672507585b9,fingerprint,519,0,f,2018-12-09 20:01:15.444145+01
1ce268436dbe22e5fd4fbcd6ab17a0a1,fingerprint,1178,0,f,2018-12-09 20:01:35.364093+01
1ce268436dbe22e5fd4fbcd6ab17a0a1,fingerprint,1190,0,f,2018-12-09 20:01:44.183655+01
0610b7e36c32e2ff80737ec2ea2d630b,fingerprint,1183,0,f,2018-12-09 20:03:30.753083+01
d7003cfed766dffd7d69d672507585b9,fingerprint,1169,0,f,2018-12-09 20:08:35.471146+01
74bf5f6248443605a7464a4cfa7584b7,fingerprint,788,0,f,2018-12-09 20:09:11.173384+01
6865ed75a9b41d4899dcd3708a1134a8,fingerprint,1191,0,f,2018-12-09 20:13:31.147326+01
6865ed75a9b41d4899dcd3708a1134a8,fingerprint,1190,0,f,2018-12-09 20:14:31.795013+01
6865ed75a9b41d4899dcd3708a1134a8,fingerprint,1192,0,f,2018-12-09 20:14:52.660338+01
8ad824b5d2268efaf355b9668880fb77,fingerprint,1191,1,f,2018-12-09 19:27:53.068977+01
39d794c1c90416da4bb0c0527e394f19,fingerprint,1194,0,f,2018-12-09 21:06:20.646761+01
464d8fdbf26ce4d5e7d40848cba5148a,fingerprint,1191,0,f,2018-12-09 20:27:06.514137+01
464d8fdbf26ce4d5e7d40848cba5148a,fingerprint,1086,0,f,2018-12-09 20:28:02.757086+01
1d067a1b5f5182674889c9692468568c,fingerprint,1191,0,f,2018-12-09 21:08:49.699351+01
