tokenId,currentBidder,currentBid
1091,,
968,,
760,,
763,,
1057,,
970,,
975,,
933,,
984,,
983,,
661,,
1053,,
701,,
900,,
1009,,
1029,,
971,,
1004,,
1005,,
1020,,
1090,,
1002,,
1044,,
613,,
1034,,
965,,
982,,
986,,
1011,,
1084,,
1101,,
1040,,
991,,
990,,
1048,,
676,,
973,,
992,,
1026,,
1023,,
1075,,
905,7dec37c03ea5ca2c47ad2509be6abaf8c63cdb39,0.6
1103,,
1086,,
1007,,
1028,,
1006,,
1055,,
972,,
998,,
999,,
1033,,
974,,
1035,,
1077,,
1061,,
1058,,
1039,,
1024,,
767,,
1022,,
1059,,
1021,,
1018,,
1025,,
1030,,
1036,,
1000,,
930,,
976,,
980,,
967,,
1027,,
950,,
1060,,
1109,,
1100,,
989,,
985,,
1038,,
996,,
1054,,
1052,,
1037,,
1042,,
1094,,
1008,,
969,,
1003,,
1010,,
1001,,
1047,,
1032,5ab5844dd55ab73212d1527e4cf72fea884e39dd,0.2
1085,,
932,,
1070,,
1049,,
979,,
1046,,
1093,dc19d539369c3da9172de453c05bc503c9ac6bc2,0.5
1078,,
997,,
1076,,
993,,
1062,,
1064,,
1065,,
1043,,
713,,
1069,,
1106,,
1079,,
994,,
1081,,
1074,,
1056,,
1088,,
1089,,
1082,,
902,,
977,,
978,,
1016,,
1073,,
1105,,
1017,,
1096,,
1102,,
830,,
1095,,
995,,
1012,,
1041,,
1097,,
1132,,
1144,,
1205,,
1147,,
1124,,
1099,,
1123,,
1121,,
1148,,
1150,1e341aa44c293d95d13d778492d417d1be4e63d5,1
1240,,
1019,,
1193,,
1149,,
1212,,
1195,,
1157,,
1158,,
1250,,
1051,,
1196,,
1110,,
1161,,
1243,f2939a3fda65f0c4803b76125356b9778df2f6df,0.01
1159,,
1164,,
1165,,
1167,,
1168,,
1098,,
1189,,
1242,,
1198,,
1249,,
1169,,
1170,,
1186,,
1087,,
1199,,
1246,,
1119,,
1185,,
1130,,
1263,,
1104,,
1112,,
1151,,
1162,,
1190,,
1111,,
1219,,
1175,,
1116,,
1222,,
1173,,
1237,,
1128,,
1204,,
1239,,
1129,,
1137,,
1248,,
1117,,
1260,,
1125,,
1131,,
1181,,
1202,,
1139,,
1211,,
1142,,
1145,,
1229,,
1201,,
1136,,
1182,,
1220,,
1223,,
1140,,
1127,,
1146,,
1231,,
1184,,
1187,,
1214,,
1197,,
1253,,
1188,,
1216,,
1176,,
1215,,
1177,,
1235,,
1241,,
1254,,
1255,,
1138,,
1192,,
1210,,
1135,,
1213,,
1172,,
1207,,
615,,
1114,,
1224,,
1180,,
1178,,
1183,,
1225,,
1227,,
1218,,
1217,,
1208,,
1257,,
1122,,
1194,,
1209,,
1154,,
1228,,
1179,,
1134,,
1262,,
988,,
1115,,
1233,,
1120,,
1126,,
1133,,
1203,,
1259,,
1206,,
1166,,
1232,,
1163,,
1092,,
1230,,
1245,,
1331,,
126,,
1271,,
1376,,
1275,,
1272,,
1326,,
1325,,
1273,,
1379,,
142,,
1386,,
1322,,
1334,,
1274,,
1282,,
1270,,
1362,,
1285,,
1306,,
1268,,
1391,,
1342,,
1283,,
1356,,
1314,,
1290,,
1292,,
1294,,
1288,,
1296,,
1297,,
1221,,
1300,,
1381,,
1302,,
1303,,
1305,,
59,,
1281,,
1340,,
1309,,
1310,,
1332,,
1312,,
1313,,
448,5b504346be738cd4c378136d03bd0f4cd6f23b83,0.2
85,5b504346be738cd4c378136d03bd0f4cd6f23b83,1
1345,,
1307,,
1286,,
1315,,
1317,,
1258,,
1320,,
1321,,
1323,,
1299,,
1327,,
1337,,
1353,,
1341,,
1333,,
1382,,
1335,,
1336,,
1348,,
1338,,
1328,,
1311,,
1108,,
1295,,
1357,,
177,,
1107,,
1349,,
1350,,
1339,,
1355,,
1354,,
1278,,
1276,,
1267,,
1291,,
1347,,
1364,,
1155,,
1330,,
1346,,
1324,,
1265,,
1269,,
1068,,
1252,,
1343,,
1393,,
1344,,
1308,,
1358,,
1304,,
1316,,
1284,,
116,,
1280,,
1319,,
1369,,
1371,,
1389,,
1351,,
1329,,
1318,,
1375,,
1287,,
1301,,
1365,,
1256,,
1367,,
1378,,
1366,,
1377,,
1045,,
1380,,
1298,,
1359,,
1388,,
1277,,
1385,,
1373,,
1361,,
1387,,
1384,,
1247,,
1390,,
1266,,
1392,,
1289,f2939a3fda65f0c4803b76125356b9778df2f6df,0.01
1395,,
1457,,
1528,,
1412,,
1400,,
1397,,
1503,,
1399,,
1512,,
1502,,
82,,
1507,,
1522,,
1406,,
1407,,
1405,,
1484,,
1453,,
1410,,
1413,,
1490,,
1467,,
1460,,
1440,,
29,,
1505,,
1401,,
1509,,
1422,,
1415,,
1424,,
1421,,
1418,,
1461,,
1428,,
1514,,
1403,,
1483,,
1431,,
1432,,
1524,,
1434,,
1437,,
1438,,
1464,,
1443,,
1444,,
1427,,
1466,,
1442,,
656,,
1498,,
1511,,
1417,,
1487,,
1433,,
1449,,
1536,,
1450,,
1530,,
1477,,
1439,,
1488,,
1506,,
1452,,
1448,,
1454,,
1495,,
1469,,
722,,
1458,,
1451,,
1465,,
1404,,
1462,,
1396,,
1455,,
1476,,
1459,,
1491,,
1463,,
1485,,
1370,,
1504,,
1471,,
1398,,
1416,,
16,,
1492,,
1411,,
1479,,
1481,,
1473,,
1420,,
1520,,
1489,,
1394,,
152,,
1446,,
63,,
1497,,
1521,,
1534,,
1383,,
1523,,
1499,,
1475,,
1470,,
1414,,
1474,,
1456,,
1447,,
1508,,
1436,,
119,,
1426,,
1486,,
1525,,
1526,,
1425,,
1516,,
1513,,
1515,,
1517,,
1496,,
1518,,
847,,
1430,,
1493,,
1482,,
1445,,
1527,,
1494,,
1529,,
1480,,
1623,,
1408,,
1539,,
1685,,
1670,,
1628,,
1618,,
1681,,
1541,,
1540,,
1542,,
1584,,
1409,,
1582,,
1580,,
1579,,
1583,,
1688,,
1669,,
1468,,
1574,,
1575,,
1637,,
1643,,
1543,,
1402,,
1547,,
1626,,
1676,,
1559,,
1561,,
1562,,
1649,,
1565,,
1569,,
1533,,
1635,,
1605,,
1587,,
1563,,
1538,,
1570,,
1567,,
1592,,
1658,,
1680,,
1609,,
1572,,
1610,,
1636,,
1633,,
1638,,
1639,,
1660,,
1612,,
1613,,
1659,,
1655,,
1614,,
1588,,
1548,,
1423,,
1590,,
1615,,
1558,,
1593,,
1621,,
1620,,
1595,,
1629,,
1596,,
1571,,
1645,,
1619,,
1652,,
1616,,
1654,,
1573,,
1532,,
1585,,
94,,
1656,,
1535,,
1537,,
1607,,
1546,,
1672,,
1602,,
1608,,
1627,,
1647,,
1594,,
1671,,
1648,,
1625,,
1604,,
1630,,
1591,,
1632,,
1589,,
1668,,
34,,
1651,,
1568,,
1600,,
1634,,
1665,,
1650,,
1653,,
1555,,
1603,,
1586,,
1673,,
135,01a35017c1475e9c4daa88771ee5bc9ee427c28f,0.2
1644,,
1662,,
1675,,
1674,,
1597,,
1684,,
1663,,
1581,,
1577,,
1576,,
1549,,
1686,,
1598,,
1640,,
1578,,
1677,,
1617,,
1611,,
825,,
1678,,
1667,,
1664,,
1641,,
1719,,
1794,,
1721,,
1,3b499ac151097dc9d32e056074e1e541a1ba9e2d,2.2
1762,,
1063,,
1698,,
1750,,
1702,,
1723,,
1729,,
1695,,
1730,,
1765,,
780,,
1725,,
83,,
147,,
1771,,
1781,,
1701,,
1441,,
1472,,
1661,,
1808,,
190,,
1705,,
1679,,
1727,,
1733,,
1777,,
1707,,
1711,,
1810,,
1713,,
1787,,
1754,,
1751,,
1599,,
1735,,
1646,,
606,,
1682,,
1226,,
1624,,
1784,,
1722,,
1566,,
1622,,
1761,,
1174,,
1700,,
1792,,
1807,,
1769,,
1720,,
1785,,
1510,,
1757,,
1809,,
129,,
1726,,
1606,,
1738,,
1739,,
1740,,
1690,,
1742,,
71,,
1744,,
1691,,
1692,,
1736,,
1763,,
1748,,
1693,,
60,,
1749,,
1747,,
1758,,
1752,,
1741,,
1802,,
1716,,
1766,,
1753,,
1732,,
1706,,
1782,,
1631,,
565,,
1799,,
1703,,
1760,,
1774,,
1795,,
1805,,
1279,,
1728,,
1764,,
1694,,
1768,,
1718,,
1798,,
1790,,
1171,,
1714,,
1737,,
1709,,
1788,,
1789,,
1715,,
1770,,
1812,,
1731,,
1717,,
1704,,
124,dc19d539369c3da9172de453c05bc503c9ac6bc2,0.4
1791,,
1734,,
1796,,
1773,,
1801,,
1803,,
1756,b2f4b16595e02a9721f97e3e30fb5bbbf73f5f54,0.3
1804,,
1778,,
843,25981260dd48274abb39d48ed3cd96384522c217,0.2
1776,,
1783,,
1759,,
1772,,
1779,,
173,,
1743,,
1813,,
1816,,
38,,
1817,,
131,7dec37c03ea5ca2c47ad2509be6abaf8c63cdb39,0.02
604,,
1833,,
1874,,
1820,,
154,,
1899,,
1724,,
1901,,
1845,,
1826,,
1875,,
1141,,
1143,,
1264,,
1824,,
1898,,
795,,
1910,,
1849,,
1767,,
1780,,
981,,
1835,,
1865,,
696,,
1838,,
1836,,
1822,,
1837,,
1839,,
1755,,
1834,,
1842,,
1869,,
1933,,
1843,,
1372,,
1882,,
1811,,
1687,,
1900,,
1831,,
1113,,
1846,,
1689,,
1937,,
1823,,
1797,,
1879,,
1906,,
1912,,
1889,,
1890,,
1892,,
1746,,
1856,,
1858,,
1859,,
1913,,
1861,,
1914,,
1924,,
1847,,
1848,,
1916,,
1894,,
1891,,
1870,,
1866,,
1873,,
1885,,
121,,
1800,,
1884,,
1928,,
1830,,
1880,,
1832,,
11,,
1868,,
1920,,
1855,,
1841,f2939a3fda65f0c4803b76125356b9778df2f6df,0.01
86,19e15a9fe6b97f5e01c697a53fe124d9151c96e4,2.5
1876,,
122,f2939a3fda65f0c4803b76125356b9778df2f6df,0.01
1877,,
1907,,
555,f2939a3fda65f0c4803b76125356b9778df2f6df,0.01
5,dc19d539369c3da9172de453c05bc503c9ac6bc2,0.4
7,dc19d539369c3da9172de453c05bc503c9ac6bc2,0.65
1908,,
1853,,
597,dc19d539369c3da9172de453c05bc503c9ac6bc2,0.3
1888,,
1893,,
46,,
1917,,
1895,,
1844,,
1903,,
944,,
1934,,
44,,
1825,,
1905,,
143,f2939a3fda65f0c4803b76125356b9778df2f6df,0.01
1897,,
1819,,
1904,,
1883,,
1827,,
1840,,
1918,,
1896,,
1919,,
1878,,
134,,
1821,,
1902,,
1915,fe325b95eff8c7b86b7085fc2f446a2ade5b6b6d,0.01
1872,,
1922,,
1921,,
1911,,
1909,,
1925,,
1850,,
1930,,
1931,,
1929,,
1871,,
1829,,
1935,,
1160,,
1886,,
1419,,
1852,,
1938,,
1251,,
1940,,
2065,,
1887,,
1941,,
1478,,
2064,,
1683,,
2059,,
1946,,
2008,,
1360,,
2070,,
2022,,
1974,,
2069,,
1957,,
1973,,
2007,,
1926,,
1352,085f6968857291a29b37cad3ec8ff33f1fe76102,0.0551571980143409
2024,,
1956,,
1958,,
1997,,
1960,,
1961,,
1962,,
1951,,
1972,,
1944,,
1954,,
2047,,
2050,,
2018,,
2040,,
1955,,
1969,,
2026,,
1964,,
2041,,
1945,,
1985,,
1968,,
1932,,
1950,,
1977,,
1963,,
1978,,
1979,,
1699,,
1980,,
1981,,
1982,,
1983,,
1984,,
1986,,
1987,,
1967,,
2066,,
1988,,
179,,
1989,,
76,,
1965,,
2005,,
1943,,
2009,,
1992,,
2068,,
1994,,
1976,,
2076,,
2028,,
2000,,
2002,,
1368,,
1975,,
1815,,
1952,,
98,,
6,,
1942,,
1939,,
1999,,
2055,,
2006,,
2010,,
2004,,
2011,,
2038,,
2012,,
2014,,
2015,,
1923,,
1867,,
2042,,
2017,,
1996,,
1947,,
1948,,
2062,,
1971,,
2003,,
1949,,
2060,,
1991,,
2056,,
2033,,
2053,,
2031,,
1696,,
2025,,
2032,,
2019,,
2029,,
2058,,
2036,,
2037,,
2045,,
2034,,
2052,,
2048,,
2001,,
1953,,
2044,,
1881,,
2046,,
1851,,
2021,,
1854,,
2051,,
2063,,
2067,,
2072,,
2054,,
2035,,
2074,,
2043,,
2057,,
2071,,
2016,,
2030,,
1990,,
2039,,
2073,,
2020,,
1959,,
2075,,
2130,,
2129,,
2158,,
2079,,
1927,,
1998,,
2131,,
2157,,
2081,,
2080,,
2085,,
2159,,
2160,,
2088,,
2206,,
2083,,
2117,,
2100,,
2121,,
2094,,
2207,,
2124,,
2098,,
2089,,
2099,,
2192,,
2102,,
2135,,
2173,,
2103,,
2104,,
2105,,
2185,,
2137,,
2096,,
1806,,
2101,,
2091,,
2108,,
2139,,
2049,,
2144,,
2133,,
2092,,
2027,,
2095,,
1519,,
2111,,
1156,,
2087,,
2134,,
2084,,
2196,,
2127,,
2107,,
2138,,
2201,,
2112,,
2178,,
2106,,
2113,,
2142,,
2187,,
2172,,
2120,,
2125,,
2154,,
2165,,
2128,,
2126,,
2145,,
1993,,
2114,,
2156,,
2143,,
2211,,
2115,,
2146,,
2109,b6b32ac9499921c86e191a5113779e4ebc3da958,0.7
2116,,
2190,,
2149,,
2093,,
2151,,
2152,,
2171,,
2122,,
2123,,
2155,,
2209,,
2191,,
2169,,
2150,,
2148,,
2215,,
2078,,
1995,,
2077,,
2147,,
2170,,
2176,,
2166,,
2162,,
2189,,
2110,,
2119,,
2174,,
2061,,
2097,,
2153,,
2141,,
2177,,
2202,,
2136,,
2181,,
2179,,
2118,,
2193,,
2188,,
2090,,
2195,,
2182,,
1818,,
2184,,
2197,,
2199,,
2210,,
2218,974108626da1c3972f57d8d98a7793d3f378d3c7,0.01464
2205,,
2132,,
2200,,
2167,,
2198,,
2203,,
2194,,
2204,,
2175,,
2214,,
2164,,
2212,,
2086,,
2216,,
2163,,
2208,,
2309,,
2257,,
2311,,
1293,,
2243,,
2228,,
2258,,
2259,,
2161,,
2260,,
2217,,
2229,,
2230,,
2307,,
2284,,
2222,,
2276,,
2186,,
2251,,
2245,,
2221,,
2263,,
2234,,
2264,,
2291,974108626da1c3972f57d8d98a7793d3f378d3c7,0.01464
2328,,
2315,,
2267,,
2249,,
2268,,
2261,,
2317,,
2339,,
2250,,
2294,,
2235,,
2333,,
2362,974108626da1c3972f57d8d98a7793d3f378d3c7,0.05
2225,,
2305,,
2180,,
2241,,
2331,,
2269,,
2227,,
2239,,
2270,,
2271,,
31,,
2272,,
2244,,
2275,,
2246,,
2247,,
2226,,
2297,,
2242,,
2248,,
2220,,
2280,,
2298,,
2233,,
2262,bc62985faabed27a8f174cbd5ea1ee7b1ed8fc12,0.09
2286,58771b7ce13aac743954b751a5a3b74f4a32541f,0.07
2252,,
2231,,
2238,,
2299,,
2274,,
2330,,
2322,,
2279,,
2254,,
172,,
2256,,
2301,,
2253,,
2282,,
2285,,
2224,,
2303,,
2325,,
2283,,
2273,,
2240,,
2341,,
2349,,
2312,,
2255,,
2266,,
2320,,
2304,,
2316,,
2365,,
2337,,
2292,,
2358,,
2302,,
2319,,
2293,,
2295,,
2310,,
2308,,
2318,,
2324,,
2357,,
110,,
2314,,
2313,,
2343,,
2277,,
547,481f8e839a81080f519236700773ec46023c7bdf,0.001
2344,,
2278,,
2345,,
2306,,
2342,,
2300,,
1970,,
2237,,
2353,,
2340,,
2332,,
2334,,
2335,,
2347,,
2356,,
2359,,
2366,,
2219,2c89c3660a985ccdebf7e63f5f0f8b83e54cd49d,0.07
2346,,
2363,,
2355,,
2290,,
2351,,
2281,,
2327,,
2354,,
2361,,
2296,,
2364,,
2352,,
2236,,
2367,,
2468,,
2348,,
2459,,
2371,,
2372,,
2455,,
2485,,
2374,,
2376,,
2377,,
2369,,
2456,,
2381,,
2385,,
2388,,
2503,,
2408,,
2368,,
2504,,
2395,,
2438,,
2465,,
2398,,
2400,,
2439,,
2394,,
2479,,
2505,,
2390,,
2386,,
2384,,
2383,,
2382,,
2440,,
2407,,
2410,,
727,,
2515,,
2436,,
2441,,
2415,,
2477,,
2488,,
2373,,
2413,,
2412,,
2411,,
2422,,
2379,,
2420,,
2421,,
2489,,
2451,,
2512,,
2445,,
2402,,
2424,,
2391,,
2380,,
2423,,
2461,,
2427,,
2428,,
2429,,
2430,,
2431,,
2432,,
35,,
2473,,
2444,,
2414,,
2329,,
2474,,
2434,,
2472,10cfd6263d33428b9a87ada54284d6a5dccc1080,0.1
2475,,
2476,,
2493,,
2389,,
2446,,
2448,,
2447,,
2492,,
2450,,
2396,,
2478,,
2442,,
2433,,
2417,,
2452,,
2516,,
2443,,
2403,,
2419,,
2510,,
2437,,
2494,,
2457,,
2458,,
2517,,
2426,,
2404,,
2370,,
2393,,
2409,,
2471,,
2449,662ec70531509df61c8c8e44650c203f0ab79466,0.08
2463,,
2223,,
2464,,
2454,,
2397,,
2399,,
2375,,
2387,,
2481,,
2482,,
2483,,
2486,,
4,,
1363,,
2416,,
2453,,
2490,,
2418,,
2514,,
2467,,
2487,,
2491,,
2469,,
595,,
2392,,
2378,,
2496,,
2401,,
2435,,
2350,,
2480,,
2498,,
2470,,
2502,,
2484,,
2501,,
2500,,
2495,,
2462,,
2506,,
2507,,
2509,,
2499,,
2513,,
2511,,
2624,,
2519,,
2520,,
2522,,
2626,,
2525,,
2526,,
2527,,
2528,,
62,,
558,,
2521,,
2530,,
2662,,
2535,,
2536,,
2537,,
2538,,
2539,,
2523,,
2542,,
2543,,
2544,,
2545,,
2546,,
2547,,
2677,,
2548,,
2549,,
2550,,
2664,,
2551,,
2553,,
2554,,
2555,,
2557,,
2558,,
2556,,
2559,,
2602,,
2560,,
2561,,
2562,,
2564,,
2497,,
2565,,
2629,,
2604,,
2567,,
2524,,
2541,,
2568,,
2529,,
2632,,
2643,,
2572,,
2678,,
2606,,
2577,,
2508,,
2533,,
2566,,
2665,,
2580,,
2635,,
2583,,
2584,,
2578,,
2607,,
2581,,
2532,,
2585,,
2654,,
2601,,
2590,,
2591,,
2570,,
2593,,
2666,,
2594,,
2650,,
2574,,
2653,,
2634,,
2685,,
2649,576a655161b5502dcf40602be1f3519a89b71658,0.2
2613,,
2586,,
2597,,
2598,,
2599,,
2608,,
2633,,
2534,,
2614,,
2615,,
2631,,
2571,,
2652,,
2616,,
2617,,
2684,b2f4b16595e02a9721f97e3e30fb5bbbf73f5f54,0.03
2518,,
2619,,
2592,,
2603,,
2575,,
2620,,
2667,,
2622,,
2623,,
2621,,
2625,,
2672,,
2637,,
2552,,
2638,,
2628,,
2627,,
2639,,
2595,,
2641,,
2618,,
2644,,
2645,,
2646,,
2668,576a655161b5502dcf40602be1f3519a89b71658,0.2
2611,,
2610,,
2609,,
2582,,
2579,,
2589,,
2640,,
2596,,
2600,,
2657,,
2651,,
2656,,
2673,,
2569,adbc69b07b839ca353177b5a22013b30624d2dc5,1
2658,,
2630,,
2659,,
2661,,
2663,,
2531,,
2655,,
