tokenId,amount,contractAddress,id
106,4.7e+17,41a322b28d0ff354040e2cbc676f0320d8c8850d,0x350d37473c407abdb44fa51ff0b7a4434a850a3408289ebc101ebaa2aa45b9a2-93
107,4.7e+17,41a322b28d0ff354040e2cbc676f0320d8c8850d,0xf3f849a9fe065483a75e798cdaaf7da86b6ca74d39c3a8ba9512aad652922de9-0
67,5e+17,41a322b28d0ff354040e2cbc676f0320d8c8850d,0x5c26b257f3df40e5dfb42130e01c2ddf2ea2c6e164d029c8904e6a5076a9b0ca-53
108,2e+18,41a322b28d0ff354040e2cbc676f0320d8c8850d,0xfaea4bf6aeac2f45ebaa8e01898bc8478bde0c4923c18e70959a20a8f789a3ff-96
105,1e+15,41a322b28d0ff354040e2cbc676f0320d8c8850d,0x5691225aa28ff9ac20119b5f424d0946d731edb900339aaab64aa1b2b57cb5a1-151
83,1e+18,41a322b28d0ff354040e2cbc676f0320d8c8850d,0x11d74a024e1bb62b78b541ee0e4e561a95f83e0d85128d6f2d057cfb6d21e879-113
65,2e+18,41a322b28d0ff354040e2cbc676f0320d8c8850d,0x9c279949a2c8b9b898a2678bc7efc86f5ea4b85c3e1d9b8819cb34d659e31e4f-88
65,5e+18,41a322b28d0ff354040e2cbc676f0320d8c8850d,0xec88918702df5f4158d495e2ce9a43704a84e2107c36b0d58e66bee549f7a169-43
65,2e+19,41a322b28d0ff354040e2cbc676f0320d8c8850d,0xf011fd26dc16e3f8c5ff0078da409542a0f171d9cce20c8b456a4664440322a1-23
112,3.5e+17,41a322b28d0ff354040e2cbc676f0320d8c8850d,0xcd3c6f5e7c025457c70b9063313b76ecb6f900b2893a2e994fe2df04957d22cf-37
65,1e+19,41a322b28d0ff354040e2cbc676f0320d8c8850d,0xfb5f269ddeeea897e30a5ad90d940655c83533c27c9d691873074589c8baea35-51
65,4e+18,41a322b28d0ff354040e2cbc676f0320d8c8850d,0xb526b16f584c66457331241966cd740192b2cdeb113220bc9d358ee68f301d9e-41
91,1e+19,41a322b28d0ff354040e2cbc676f0320d8c8850d,0x4842d72b2366952182c78c80a85f6ae57ced99d67d603620431321c93a4f1ed9-74
67,4e+18,41a322b28d0ff354040e2cbc676f0320d8c8850d,0xd22f12366df0b12832a428dbb9133cc1bbbac1484a42005a01e4b71d5bfbf917-74
65,4e+18,41a322b28d0ff354040e2cbc676f0320d8c8850d,0xed32a03a1ce75dfdc2e4f0fb92af0c1c90dfc71cde87a59652062b59461ab98d-120
86,2e+18,41a322b28d0ff354040e2cbc676f0320d8c8850d,0xc346568e14d34fb311ee7477283dfb2ce1b240daf4a6ceb85ebe0f9e1905cbb8-64
113,3e+18,41a322b28d0ff354040e2cbc676f0320d8c8850d,0x85ddbe84633f66c6473ba81dfb904a556950cf9a8932f43af6402c0d3aff9c71-3
91,4e+18,41a322b28d0ff354040e2cbc676f0320d8c8850d,0x7fee9aeb829d1491e5630f54fdbb52ec45fcdc4080f303aeeb809e19a7ee5e18-149
114,1e+18,41a322b28d0ff354040e2cbc676f0320d8c8850d,0x2b497b940f79a5a5b6369b6415c09878430a036a2d335af3695aab93b833cba9-78
117,1e+18,41a322b28d0ff354040e2cbc676f0320d8c8850d,0x232bb96296ebc93da0b8344d192b5f4506f5a7b7ac30a7ebdb5a55578bb64ab2-64
116,1e+18,41a322b28d0ff354040e2cbc676f0320d8c8850d,0x8995ee899bdd85c6b96d958d7bf8b16adb3b60a0109c1dccedba495d3012fe09-147
114,1e+19,41a322b28d0ff354040e2cbc676f0320d8c8850d,0x3c6861661a37dfd4ce2b8435772c0a95dcdd22bf83e5c69cdf5ba09bb7fad91c-148
115,5e+18,41a322b28d0ff354040e2cbc676f0320d8c8850d,0x468529c99b460a6d3b21e7d764ac7b918d2d8ba630b5d052d19f0cc4350244cd-147
115,1e+19,41a322b28d0ff354040e2cbc676f0320d8c8850d,0x8db264f019f1c582b00e1ef990d19f33199b12a58dd2d1deab1f8d5bca422dea-99
116,5e+18,41a322b28d0ff354040e2cbc676f0320d8c8850d,0xf163d5d49175d14eda8ead36d3f6094eb1ca7bc12758eafa2fba525c39034d64-29
116,1e+19,41a322b28d0ff354040e2cbc676f0320d8c8850d,0xc5e8b29422d4a0b9b58afd3de82e719f5df28f74055993006c753bc168759953-153
119,1e+18,41a322b28d0ff354040e2cbc676f0320d8c8850d,0xc9320c874a93836425667bff0994aa50f511aeb42894e1676bbacc2d8137660a-115
30,2.3e+17,41a322b28d0ff354040e2cbc676f0320d8c8850d,0x73c9b24d901032a08402c5940f6884349a74adc69817ac1306a3e5f2490c679e-20
5,1e+18,41a322b28d0ff354040e2cbc676f0320d8c8850d,0x9e933865b6f55600516d3e7eaf76d7762b7cbacf00b5f857e5a1defea1d2448d-75
8,1e+18,41a322b28d0ff354040e2cbc676f0320d8c8850d,0x5f03287bcb8e7268c82be0a653944cfb32f1d6078914661aca79b4199e669370-92
8,1e+18,41a322b28d0ff354040e2cbc676f0320d8c8850d,0xa6caecf2f502a33fa44319aebe2333271b741549cf4b133b28ff52fdc3200942-25
9,1e+18,41a322b28d0ff354040e2cbc676f0320d8c8850d,0xe91db14a7fdc0457fa86529e5f6ab4aa12e381fe617e72a5dd4451e90aa845cd-88
11,1e+18,41a322b28d0ff354040e2cbc676f0320d8c8850d,0x60ecadfff95b50a9c2bc639b3d10a9b79a67fdce78ec95571e97d4ff9617e5fc-18
12,1e+18,41a322b28d0ff354040e2cbc676f0320d8c8850d,0xd9c76a6bfdd9728b8c2e1c4754ea9a9de339add4c4a748fbea5b041f48a522e1-69
16,1e+18,41a322b28d0ff354040e2cbc676f0320d8c8850d,0xd7733c24919c799d40f9435216c90b543988747c96240b76ea4c8b25b6abdacc-99
110,1e+18,41a322b28d0ff354040e2cbc676f0320d8c8850d,0x7eaa6f0be44e8e666258ac4663bce78ecd580d03674546e5891024f5b60c15cf-124
6,1e+18,41a322b28d0ff354040e2cbc676f0320d8c8850d,0x19b9858273eb49c603158eb13e0b89977610e12cf00c9a337d8d290b5ce65e84-129
65,1e+19,41a322b28d0ff354040e2cbc676f0320d8c8850d,0x461c3151d374c1f8702e55e88264fd1e6b1786bf9e2b453dcd75c665bef02877-104
74,8e+17,41a322b28d0ff354040e2cbc676f0320d8c8850d,0xfbe6e19c34824f9fd90ff77e60e29eda83862183eec48a5ee51d5a9e6c06db39-24
134,5e+17,41a322b28d0ff354040e2cbc676f0320d8c8850d,0x9f14120aea32172d0ac3752832fd8c3518c6adab4f854ae1181c1882c85a95a7-46
74,8e+17,41a322b28d0ff354040e2cbc676f0320d8c8850d,0x0e2cce68b80ce81f64c9cc1b266ee366b15b05734dd5996effff85923bb7a520-77
130,1e+18,41a322b28d0ff354040e2cbc676f0320d8c8850d,0x7621683a8967309c153d19dd8d43690e6fc2e0b4f77af82e063b01e6298ff075-132
63,7.8e+17,41a322b28d0ff354040e2cbc676f0320d8c8850d,0x5e369252d8d1d3630ca4f56594fef832a08f341d24b73ecf5098de88d10ed6d7-116
113,3.5e+18,41a322b28d0ff354040e2cbc676f0320d8c8850d,0x3d770f28a4834a192afdff3b85f892782bb42e82f49883ab18968b81ec9f1209-72
113,4e+18,41a322b28d0ff354040e2cbc676f0320d8c8850d,0xd7537fab7666a9cffa4183a3b788e8e8e4312bad856af74bd98b8e18820ce4a6-137
113,2e+18,41a322b28d0ff354040e2cbc676f0320d8c8850d,0x875e72c440afa1221338da1362d36b841cd3d12c2795ac99a7be158eab47e85b-127
113,4e+18,41a322b28d0ff354040e2cbc676f0320d8c8850d,0x1970e58ce8c5d4fd4d7cd64d5c9599493d534553c8de68322225e967864e47e8-134
140,5e+19,41a322b28d0ff354040e2cbc676f0320d8c8850d,0x74e8795ff62ed4bba6517a9926daca64c47f3619d48b0e2d8906cc0cfab35c58-47
141,4e+19,41a322b28d0ff354040e2cbc676f0320d8c8850d,0x87dccb8e9609e1b68bb4d9af0e41cec4ded08b3e4b097e14afb28ab55f6d8fed-111
142,3e+19,41a322b28d0ff354040e2cbc676f0320d8c8850d,0xa9a016771f9afb89514177d25b04ab793410622f280a22409aa13b8d0a8d163e-41
143,2e+19,41a322b28d0ff354040e2cbc676f0320d8c8850d,0xa9a016771f9afb89514177d25b04ab793410622f280a22409aa13b8d0a8d163e-62
144,1e+19,41a322b28d0ff354040e2cbc676f0320d8c8850d,0xf24d2bd08595f1eb64b25bd9f274319dfe1f159d5ffa41adae63195df8b66e41-250
63,1e+18,41a322b28d0ff354040e2cbc676f0320d8c8850d,0xcc9215b00bd820ad70981079fa6e5829b9b3333fba98064195c5598f30fd63bb-69
74,5e+17,41a322b28d0ff354040e2cbc676f0320d8c8850d,0x933c5c111bb38fa5e2b33f5a20ccf52c4a6f15271d8b40120b3f4d143d0d2b16-73
145,1.2e+18,41a322b28d0ff354040e2cbc676f0320d8c8850d,0x3f7d25dc575d7cd4ab445d083cd542631d40b569c05da2b0c1c0757d0d345a62-167
139,3e+17,41a322b28d0ff354040e2cbc676f0320d8c8850d,0x6135cf29fc34f19ac510b95b9e3c5608455076a2b5e28a4ace59216e13c1874e-159
148,2e+18,41a322b28d0ff354040e2cbc676f0320d8c8850d,0x2e12ab82e4cc24b2af098fd93c8183a463777813bb4c7a2d9a94fb4a9df64c1e-82
149,2e+18,41a322b28d0ff354040e2cbc676f0320d8c8850d,0xede3ce14107bef13120980678d9ce569440035ade6821135e7c9523435028b65-147
11,1.2e+18,41a322b28d0ff354040e2cbc676f0320d8c8850d,0x418f3757e78d6f0c60ed1bab2759ff42c2b991f9a362cdf90e9850f073827b85-119
147,1.2e+18,41a322b28d0ff354040e2cbc676f0320d8c8850d,0x6e0c41d2d9a14922f887ad7d47a413bf19da0c7cc469bef4c92c5e130d0b69b9-64
12,1.2e+18,41a322b28d0ff354040e2cbc676f0320d8c8850d,0x6e0c41d2d9a14922f887ad7d47a413bf19da0c7cc469bef4c92c5e130d0b69b9-65
16,1.2e+18,41a322b28d0ff354040e2cbc676f0320d8c8850d,0x0ed83d5c6b52cde977df276bfe952b4e167996efeb2ba44a734756a8f2f2efa2-96
