address,tokenId,dateCreated
337101def3eeb6f06e071efe02216274507937bb,965,2018-12-04 20:24:38.589775+01
77350e1152efd5f2d807a6124015c629a907155e,1130,2018-12-04 20:23:26.841595+01
ab3627317c43d394eb171170f818153b976d28a3,1123,2018-12-04 20:39:13.653081+01
ab3627317c43d394eb171170f818153b976d28a3,1100,2018-12-04 20:39:26.820493+01
ab3627317c43d394eb171170f818153b976d28a3,1094,2018-12-04 20:39:39.40103+01
ab3627317c43d394eb171170f818153b976d28a3,1031,2018-12-04 20:40:12.430176+01
ab3627317c43d394eb171170f818153b976d28a3,943,2018-12-04 20:42:07.277168+01
ab3627317c43d394eb171170f818153b976d28a3,925,2018-12-04 20:42:40.466752+01
ab3627317c43d394eb171170f818153b976d28a3,924,2018-12-04 20:43:12.153018+01
ab3627317c43d394eb171170f818153b976d28a3,863,2018-12-04 20:43:49.383287+01
335e19b3f5dcfa2e398ee7d5ff430a1f8ccc88b2,988,2018-12-04 20:44:03.608807+01
b3007ff3c3f40bdf0126fec7c8e43c3fc50ea813,1052,2018-12-04 21:00:48.324325+01
337101def3eeb6f06e071efe02216274507937bb,988,2018-12-04 21:10:10.532679+01
576a655161b5502dcf40602be1f3519a89b71658,1012,2018-12-04 21:14:08.151195+01
576a655161b5502dcf40602be1f3519a89b71658,1061,2018-12-04 21:14:41.292279+01
576a655161b5502dcf40602be1f3519a89b71658,955,2018-12-04 21:14:56.713233+01
576a655161b5502dcf40602be1f3519a89b71658,1041,2018-12-04 21:15:05.660127+01
576a655161b5502dcf40602be1f3519a89b71658,966,2018-12-04 21:15:15.55112+01
576a655161b5502dcf40602be1f3519a89b71658,983,2018-12-04 21:15:24.049119+01
576a655161b5502dcf40602be1f3519a89b71658,988,2018-12-04 21:16:23.816018+01
b3007ff3c3f40bdf0126fec7c8e43c3fc50ea813,799,2018-12-04 21:19:48.236557+01
b3007ff3c3f40bdf0126fec7c8e43c3fc50ea813,649,2018-12-04 21:19:54.510197+01
576a655161b5502dcf40602be1f3519a89b71658,973,2018-12-04 21:21:25.321281+01
576a655161b5502dcf40602be1f3519a89b71658,788,2018-12-04 21:21:33.088515+01
576a655161b5502dcf40602be1f3519a89b71658,156,2018-12-04 21:22:42.593982+01
576a655161b5502dcf40602be1f3519a89b71658,1011,2018-12-04 21:22:59.409996+01
576a655161b5502dcf40602be1f3519a89b71658,1044,2018-12-04 21:23:10.797573+01
b3007ff3c3f40bdf0126fec7c8e43c3fc50ea813,505,2018-12-04 21:24:10.40147+01
92fab452e2f14c7730f79031906e06326c916946,1039,2018-12-04 21:53:38.246568+01
92fab452e2f14c7730f79031906e06326c916946,1009,2018-12-04 21:53:47.213427+01
92fab452e2f14c7730f79031906e06326c916946,1038,2018-12-04 21:54:00.860645+01
92fab452e2f14c7730f79031906e06326c916946,1106,2018-12-04 21:54:12.283429+01
92fab452e2f14c7730f79031906e06326c916946,1046,2018-12-04 21:54:21.864225+01
b8903d33924b10b9cda7fd9505e395f1ae0b8532,1096,2018-12-04 22:02:31.404685+01
b8903d33924b10b9cda7fd9505e395f1ae0b8532,1124,2018-12-04 22:02:55.338874+01
77350e1152efd5f2d807a6124015c629a907155e,1131,2018-12-04 22:03:38.821549+01
b8903d33924b10b9cda7fd9505e395f1ae0b8532,1128,2018-12-04 22:04:27.597542+01
b8903d33924b10b9cda7fd9505e395f1ae0b8532,1009,2018-12-04 22:04:52.027085+01
b8903d33924b10b9cda7fd9505e395f1ae0b8532,660,2018-12-04 22:10:34.418143+01
e13d4abee4b304b67c52a56871141cad1b833aa7,1012,2018-12-04 22:18:18.199393+01
b8903d33924b10b9cda7fd9505e395f1ae0b8532,1109,2018-12-04 22:24:35.279042+01
b8903d33924b10b9cda7fd9505e395f1ae0b8532,931,2018-12-04 22:26:16.334924+01
b8903d33924b10b9cda7fd9505e395f1ae0b8532,949,2018-12-04 22:30:01.397559+01
e13d4abee4b304b67c52a56871141cad1b833aa7,1131,2018-12-04 22:39:45.671825+01
77350e1152efd5f2d807a6124015c629a907155e,941,2018-12-04 23:00:20.676006+01
77350e1152efd5f2d807a6124015c629a907155e,1085,2018-12-04 23:00:31.955024+01
77350e1152efd5f2d807a6124015c629a907155e,983,2018-12-04 23:00:52.428008+01
77350e1152efd5f2d807a6124015c629a907155e,794,2018-12-04 23:01:03.456699+01
77350e1152efd5f2d807a6124015c629a907155e,683,2018-12-04 23:01:16.548002+01
77350e1152efd5f2d807a6124015c629a907155e,595,2018-12-04 23:01:29.222842+01
77350e1152efd5f2d807a6124015c629a907155e,586,2018-12-04 23:01:44.259942+01
77350e1152efd5f2d807a6124015c629a907155e,1062,2018-12-04 23:08:26.670887+01
7672b17d5eebb7194d57066f86fbcb4e85a7e10e,32,2018-12-04 23:18:02.575989+01
7672b17d5eebb7194d57066f86fbcb4e85a7e10e,885,2018-12-04 23:18:18.461705+01
7672b17d5eebb7194d57066f86fbcb4e85a7e10e,830,2018-12-04 23:18:28.613881+01
7672b17d5eebb7194d57066f86fbcb4e85a7e10e,615,2018-12-04 23:18:38.698253+01
7672b17d5eebb7194d57066f86fbcb4e85a7e10e,679,2018-12-04 23:18:49.175727+01
7672b17d5eebb7194d57066f86fbcb4e85a7e10e,613,2018-12-04 23:19:01.991891+01
bc74c3adc2aa6a85bda3eca5b0e235ca08532772,1022,2018-12-04 23:25:12.639075+01
bc74c3adc2aa6a85bda3eca5b0e235ca08532772,908,2018-12-04 23:25:18.874984+01
bc74c3adc2aa6a85bda3eca5b0e235ca08532772,905,2018-12-04 23:25:24.719569+01
bc74c3adc2aa6a85bda3eca5b0e235ca08532772,587,2018-12-04 23:25:30.26154+01
bc74c3adc2aa6a85bda3eca5b0e235ca08532772,506,2018-12-04 23:25:36.409344+01
bc74c3adc2aa6a85bda3eca5b0e235ca08532772,156,2018-12-04 23:25:43.565167+01
bc74c3adc2aa6a85bda3eca5b0e235ca08532772,102,2018-12-04 23:25:51.871477+01
bc74c3adc2aa6a85bda3eca5b0e235ca08532772,88,2018-12-04 23:25:58.971497+01
bc74c3adc2aa6a85bda3eca5b0e235ca08532772,3,2018-12-04 23:26:05.542234+01
bc74c3adc2aa6a85bda3eca5b0e235ca08532772,1,2018-12-04 23:26:18.384103+01
bc74c3adc2aa6a85bda3eca5b0e235ca08532772,66,2018-12-04 23:26:46.524057+01
bc74c3adc2aa6a85bda3eca5b0e235ca08532772,65,2018-12-04 23:27:10.175163+01
bc74c3adc2aa6a85bda3eca5b0e235ca08532772,4,2018-12-04 23:27:31.438624+01
bc74c3adc2aa6a85bda3eca5b0e235ca08532772,1100,2018-12-04 23:27:54.990805+01
e13d4abee4b304b67c52a56871141cad1b833aa7,1129,2018-12-04 23:28:16.805991+01
bc74c3adc2aa6a85bda3eca5b0e235ca08532772,907,2018-12-04 23:29:47.184283+01
bc74c3adc2aa6a85bda3eca5b0e235ca08532772,906,2018-12-04 23:29:58.311136+01
bc74c3adc2aa6a85bda3eca5b0e235ca08532772,904,2018-12-04 23:30:07.645778+01
bc74c3adc2aa6a85bda3eca5b0e235ca08532772,903,2018-12-04 23:30:13.27041+01
bc74c3adc2aa6a85bda3eca5b0e235ca08532772,902,2018-12-04 23:30:19.221372+01
bc74c3adc2aa6a85bda3eca5b0e235ca08532772,901,2018-12-04 23:30:25.416725+01
bc74c3adc2aa6a85bda3eca5b0e235ca08532772,900,2018-12-04 23:30:31.65487+01
e13d4abee4b304b67c52a56871141cad1b833aa7,1020,2018-12-05 00:02:52.272475+01
e13d4abee4b304b67c52a56871141cad1b833aa7,645,2018-12-05 00:03:51.937341+01
65593b011d6c1726e02bfa17f1370aa3c5f95bb0,1112,2018-12-05 00:26:49.039665+01
65593b011d6c1726e02bfa17f1370aa3c5f95bb0,1111,2018-12-05 00:27:02.712485+01
65593b011d6c1726e02bfa17f1370aa3c5f95bb0,1109,2018-12-05 00:27:05.191332+01
65593b011d6c1726e02bfa17f1370aa3c5f95bb0,1096,2018-12-05 00:27:10.163955+01
65593b011d6c1726e02bfa17f1370aa3c5f95bb0,940,2018-12-05 00:27:21.407478+01
65593b011d6c1726e02bfa17f1370aa3c5f95bb0,978,2018-12-05 00:27:27.11367+01
65593b011d6c1726e02bfa17f1370aa3c5f95bb0,943,2018-12-05 00:27:29.0061+01
65593b011d6c1726e02bfa17f1370aa3c5f95bb0,931,2018-12-05 00:27:31.033573+01
335e19b3f5dcfa2e398ee7d5ff430a1f8ccc88b2,1133,2018-12-05 01:06:32.184491+01
335e19b3f5dcfa2e398ee7d5ff430a1f8ccc88b2,1096,2018-12-05 01:06:46.067502+01
335e19b3f5dcfa2e398ee7d5ff430a1f8ccc88b2,1132,2018-12-05 01:07:06.421251+01
335e19b3f5dcfa2e398ee7d5ff430a1f8ccc88b2,1112,2018-12-05 01:07:32.347244+01
ced2662fe30d876bef52f219eeac67e2b328effc,724,2018-12-05 01:09:48.449758+01
ced2662fe30d876bef52f219eeac67e2b328effc,532,2018-12-05 01:10:32.452668+01
ced2662fe30d876bef52f219eeac67e2b328effc,522,2018-12-05 01:10:42.735517+01
1b158330eb18839f50649f4cb8f49954214866a3,975,2018-12-05 01:53:21.116037+01
1b158330eb18839f50649f4cb8f49954214866a3,977,2018-12-05 01:53:30.25798+01
1b158330eb18839f50649f4cb8f49954214866a3,976,2018-12-05 01:53:34.797068+01
1b158330eb18839f50649f4cb8f49954214866a3,974,2018-12-05 01:53:40.237891+01
21316e6a4f0af45e5f1503984e83b10c53b177d8,1044,2018-12-05 07:59:44.551072+01
21316e6a4f0af45e5f1503984e83b10c53b177d8,59,2018-12-05 08:00:25.954754+01
21316e6a4f0af45e5f1503984e83b10c53b177d8,1133,2018-12-05 08:04:57.976421+01
21316e6a4f0af45e5f1503984e83b10c53b177d8,1122,2018-12-05 08:05:08.53057+01
21316e6a4f0af45e5f1503984e83b10c53b177d8,1116,2018-12-05 08:05:15.999975+01
21316e6a4f0af45e5f1503984e83b10c53b177d8,1100,2018-12-05 08:05:26.595738+01
21316e6a4f0af45e5f1503984e83b10c53b177d8,1108,2018-12-05 08:05:37.202849+01
21316e6a4f0af45e5f1503984e83b10c53b177d8,1076,2018-12-05 08:05:52.466664+01
21316e6a4f0af45e5f1503984e83b10c53b177d8,1063,2018-12-05 08:06:09.613519+01
21316e6a4f0af45e5f1503984e83b10c53b177d8,1057,2018-12-05 08:06:25.519783+01
21316e6a4f0af45e5f1503984e83b10c53b177d8,1031,2018-12-05 08:06:52.070197+01
92fab452e2f14c7730f79031906e06326c916946,1100,2018-12-05 08:08:12.057095+01
92fab452e2f14c7730f79031906e06326c916946,1096,2018-12-05 08:08:35.225569+01
92fab452e2f14c7730f79031906e06326c916946,1063,2018-12-05 08:09:05.427626+01
92fab452e2f14c7730f79031906e06326c916946,572,2018-12-05 08:44:24.542063+01
e13d4abee4b304b67c52a56871141cad1b833aa7,675,2018-12-05 08:50:28.933724+01
e13d4abee4b304b67c52a56871141cad1b833aa7,596,2018-12-05 08:50:37.647029+01
e13d4abee4b304b67c52a56871141cad1b833aa7,512,2018-12-05 08:50:49.619686+01
77350e1152efd5f2d807a6124015c629a907155e,1070,2018-12-05 09:16:29.825311+01
77350e1152efd5f2d807a6124015c629a907155e,863,2018-12-05 09:17:19.942873+01
ed607ba16f6ac5afbff9ad9b8c02deba2207cbc0,986,2018-12-05 09:17:54.843022+01
77350e1152efd5f2d807a6124015c629a907155e,1055,2018-12-05 09:19:42.140635+01
ed607ba16f6ac5afbff9ad9b8c02deba2207cbc0,1012,2018-12-05 09:21:43.689415+01
576a655161b5502dcf40602be1f3519a89b71658,1131,2018-12-05 10:13:15.504443+01
576a655161b5502dcf40602be1f3519a89b71658,795,2018-12-05 10:18:53.019116+01
576a655161b5502dcf40602be1f3519a89b71658,827,2018-12-05 10:18:56.901927+01
576a655161b5502dcf40602be1f3519a89b71658,826,2018-12-05 10:19:03.135245+01
576a655161b5502dcf40602be1f3519a89b71658,824,2018-12-05 10:19:05.157161+01
576a655161b5502dcf40602be1f3519a89b71658,825,2018-12-05 10:19:10.790247+01
576a655161b5502dcf40602be1f3519a89b71658,823,2018-12-05 10:19:17.708373+01
92fab452e2f14c7730f79031906e06326c916946,1134,2018-12-05 10:48:00.018709+01
77350e1152efd5f2d807a6124015c629a907155e,1134,2018-12-05 11:44:31.209442+01
32dbfc39e6330ccae7505a87519bac616c45e3ad,1081,2018-12-05 13:24:04.014516+01
337101def3eeb6f06e071efe02216274507937bb,1096,2018-12-05 14:15:38.221033+01
337101def3eeb6f06e071efe02216274507937bb,979,2018-12-05 14:50:05.15284+01
337101def3eeb6f06e071efe02216274507937bb,581,2018-12-05 14:50:42.72639+01
671b6b6a60c60c21a1ff5f1564d2e8726bb12b66,1096,2018-12-05 15:30:29.255881+01
ce82ceaf7f9df2ddb36ad01a8d1783f26b41f73b,1122,2018-12-05 15:10:40.896958+01
335e19b3f5dcfa2e398ee7d5ff430a1f8ccc88b2,1134,2018-12-05 15:24:38.435537+01
576a655161b5502dcf40602be1f3519a89b71658,1136,2018-12-05 15:25:45.597158+01
671b6b6a60c60c21a1ff5f1564d2e8726bb12b66,1133,2018-12-05 15:29:40.853297+01
671b6b6a60c60c21a1ff5f1564d2e8726bb12b66,1136,2018-12-05 15:29:55.273403+01
671b6b6a60c60c21a1ff5f1564d2e8726bb12b66,1134,2018-12-05 15:31:18.654509+01
335e19b3f5dcfa2e398ee7d5ff430a1f8ccc88b2,32,2018-12-05 15:40:54.198394+01
92fab452e2f14c7730f79031906e06326c916946,1116,2018-12-05 15:49:06.155329+01
335e19b3f5dcfa2e398ee7d5ff430a1f8ccc88b2,1135,2018-12-05 16:10:30.570002+01
335e19b3f5dcfa2e398ee7d5ff430a1f8ccc88b2,1136,2018-12-05 16:10:34.806004+01
335e19b3f5dcfa2e398ee7d5ff430a1f8ccc88b2,581,2018-12-05 16:11:55.278567+01
